COREF,start_token,end_token,prop,cat,text
2055,95709,95709,PRON,PER,you
2403,95709,95710,NOM,PER,you two
124,95714,95714,PRON,PER,she
127,95716,95716,PRON,PER,you
124,95718,95718,PRON,PER,her
2055,95722,95722,PRON,PER,We
124,95732,95732,PROP,PER,Sage
375,95735,95736,NOM,FAC,the bathroom
124,95739,95739,PRON,PER,my
127,95744,95744,PROP,PER,Tammi
0,95749,95749,PRON,PER,She
0,95759,95759,PRON,PER,I
271,95762,95762,NOM,PER,everyone
124,95764,95764,PROP,PER,Sage
124,95766,95766,PRON,PER,her
124,95775,95775,PRON,PER,she
127,95800,95800,PROP,PER,Tammi
108,95812,95812,PROP,PER,Logan
0,95814,95814,PRON,PER,I
124,95818,95818,PRON,PER,her
124,95823,95823,PRON,PER,she
108,95826,95826,PRON,PER,you
124,95830,95830,PRON,PER,She
108,95834,95834,PRON,PER,you
0,95837,95837,PRON,PER,I
124,95839,95839,PRON,PER,she
124,95843,95843,PRON,PER,herself
124,95846,95846,PRON,PER,I
0,95848,95848,PRON,PER,her
0,95850,95850,PRON,PER,she
447,95852,95853,NOM,FAC,the room
124,95858,95858,PRON,PER,I
3844,95861,95861,PRON,PER,our
124,95872,95872,PRON,PER,My
124,95878,95878,PRON,PER,I
124,95893,95893,PRON,PER,I
344,95895,95895,NOM,PER,someone
360,95901,95901,NOM,PER,people
360,95910,95910,PRON,PER,they
360,95916,95916,PRON,PER,They
344,95918,95918,NOM,PER,someone
360,95921,95921,PRON,PER,them
124,95932,95932,PRON,PER,I
344,95934,95934,NOM,PER,someone
124,95940,95940,PRON,PER,me
124,95951,95951,PRON,PER,I
124,95958,95958,PRON,PER,I
668,95962,95963,NOM,PER,no one
110,95965,95965,PROP,PER,Jack
120,95967,95967,PROP,PER,Tim
112,95970,95970,PROP,PER,Brenda
344,95972,95972,PRON,PER,they
124,95978,95978,PRON,PER,me
124,95985,95985,PRON,PER,I
344,95991,95991,PRON,PER,them
124,95996,95996,PRON,PER,I
124,96000,96000,PROP,PER,Sage
124,96010,96010,PRON,PER,I
127,96018,96018,PROP,PER,Tammi
124,96022,96022,PROP,PER,Sage
108,96030,96030,PROP,PER,Logan
3850,96040,96047,NOM,PER,Someone who I never expected to call me
108,96042,96042,PRON,PER,I
108,96047,96047,PRON,PER,me
176,96050,96051,PROP,PER,Mr. Hendricks
176,96060,96060,PRON,PER,I
2058,96062,96062,PRON,PER,we
108,96071,96071,PRON,PER,you
2058,96075,96075,PRON,PER,our
857,96075,96076,NOM,FAC,our house
0,96079,96079,PRON,PER,I
108,96084,96084,PRON,PER,you
2058,96090,96090,PRON,PER,we
176,96094,96094,PRON,PER,he
0,96099,96099,PRON,PER,my
176,96103,96103,PRON,PER,he
0,96106,96106,PRON,PER,me
176,96108,96108,PRON,PER,he
0,96111,96111,PRON,PER,me
176,96118,96118,PRON,PER,he
0,96120,96120,PRON,PER,me
0,96125,96125,PRON,PER,I
124,96132,96132,PROP,PER,Sage
1238,96132,96134,NOM,VEH,Sage ’s truck
2646,96138,96139,NOM,FAC,the driveway
0,96145,96145,PRON,PER,my
3853,96145,96146,NOM,VEH,my bike
0,96149,96149,PRON,PER,I
3853,96152,96152,PRON,VEH,it
124,96155,96155,PRON,PER,her
2684,96157,96158,NOM,FAC,the hospital
272,96165,96165,NOM,PER,anyone
124,96169,96169,PROP,PER,Sage
2667,96169,96171,NOM,PER,Sage ’s father
0,96173,96173,PRON,PER,me
2667,96177,96177,PRON,PER,he
751,96180,96181,NOM,PER,the cops
0,96182,96182,PRON,PER,I
3858,96184,96196,NOM,PER,the one who assaulted her and was luring me here to be arrested
124,96188,96188,PRON,PER,her
0,96192,96192,PRON,PER,me
0,96200,96200,PRON,PER,my
2667,96207,96207,PRON,PER,he
2667,96210,96210,PRON,PER,he
0,96215,96215,PRON,PER,me
124,96220,96220,PROP,PER,Sage
2667,96223,96223,PRON,PER,he
0,96229,96229,PRON,PER,me
0,96239,96239,PRON,PER,me
411,96242,96242,NOM,FAC,here
0,96247,96247,PRON,PER,my
3860,96251,96265,NOM,PER,the weird girl who ’d put me on a four - month emotional roller coaster
0,96257,96257,PRON,PER,me
0,96267,96267,PRON,PER,I
124,96273,96273,PRON,PER,she
0,96277,96277,PRON,PER,I
176,96287,96288,PROP,PER,Mr. Hendricks
0,96293,96293,PRON,PER,I
0,96299,96299,PRON,PER,my
124,96303,96303,PROP,PER,Sage
0,96307,96307,PRON,PER,me
2260,96320,96321,NOM,FAC,the house
2473,96328,96329,NOM,FAC,the kitchen
0,96339,96339,PRON,PER,I
3863,96342,96344,NOM,FAC,the dining room
3864,96346,96349,NOM,PER,313 Sage ’s father
124,96347,96347,PROP,PER,Sage
3864,96361,96361,PRON,PER,his
3864,96365,96365,PRON,PER,He
3864,96369,96369,PRON,PER,his
3864,96372,96372,PRON,PER,his
3864,96387,96387,PRON,PER,him
3864,96395,96395,PRON,PER,he
1271,96398,96398,PRON,PER,I
3865,96407,96408,NOM,PER,the cop
3866,96410,96411,NOM,PER,the suspect
3866,96416,96416,PRON,PER,him
230,96418,96418,PROP,PER,Warily
1271,96420,96420,PRON,PER,I
3864,96433,96433,PRON,PER,him
3864,96435,96435,PRON,PER,He
1271,96443,96443,NOM,PER,Sir
176,96446,96447,PROP,PER,Mr. Hendricks
0,96454,96454,PRON,PER,I
3864,96462,96462,PRON,PER,he
0,96466,96466,PRON,PER,I
0,96468,96468,PRON,PER,I
1271,96470,96470,PRON,PER,you
127,96474,96474,PROP,PER,Tammi
1271,96476,96476,PRON,PER,you
124,96478,96478,PROP,PER,Sage
2684,96480,96481,NOM,FAC,the hospital
0,96485,96485,PRON,PER,I
3864,96506,96506,PRON,PER,he
0,96511,96511,PRON,PER,my
0,96518,96518,PRON,PER,me
108,96529,96529,PRON,PER,I
3864,96535,96535,PRON,PER,him
3864,96537,96537,PRON,PER,He
108,96559,96559,PROP,PER,Logan
108,96561,96561,PRON,PER,you
0,96565,96565,PRON,PER,me
108,96574,96574,PRON,PER,you
124,96576,96576,PROP,PER,Sage
3864,96584,96584,PRON,PER,He
176,96588,96588,PRON,PER,me
3864,96595,96595,PRON,PER,he
176,96601,96601,PRON,PER,I
176,96606,96606,PRON,PER,I
176,96613,96613,PRON,PER,I
124,96624,96624,PROP,PER,Sage
2667,96624,96626,NOM,PER,Sage ’s father
176,96629,96629,PRON,PER,me
3864,96632,96632,PRON,PER,he
176,96637,96638,PROP,PER,Mr. Hendricks
0,96640,96640,PRON,PER,I
2062,96645,96645,PRON,PER,we
124,96650,96650,PROP,PER,Sage
0,96652,96652,PRON,PER,I
0,96658,96658,PRON,PER,I
124,96661,96661,PROP,PER,Sage
124,96667,96667,PRON,PER,I
2062,96683,96683,PRON,PER,we
176,96686,96686,PRON,PER,He
176,96689,96689,PRON,PER,his
0,96694,96694,PRON,PER,I
176,96700,96700,PRON,PER,you
0,96702,96702,PRON,PER,my
2856,96702,96703,NOM,PER,my son
176,96713,96713,PRON,PER,You
176,96726,96726,PRON,PER,he
176,96728,96728,PRON,PER,me
176,96733,96733,PRON,PER,me
124,96735,96735,PROP,PER,Sage
176,96743,96743,PRON,PER,he
176,96749,96749,PRON,PER,he
176,96753,96753,PRON,PER,I
124,96761,96761,PROP,PER,Sage
2667,96761,96763,NOM,PER,Sage ’s father
176,96771,96771,PRON,PER,me
176,96773,96773,PRON,PER,I
176,96776,96776,PRON,PER,myself
0,96779,96779,PRON,PER,I
0,96781,96781,PRON,PER,I
176,96785,96786,PROP,PER,Mr. Hendricks
176,96791,96791,PRON,PER,his
108,96795,96795,PRON,PER,I
176,96798,96798,PRON,PER,He
108,96803,96803,PRON,PER,I
176,96808,96808,PRON,PER,his
176,96814,96814,PRON,PER,he
108,96822,96822,PRON,PER,I
176,96826,96826,PRON,PER,him
176,96828,96828,PRON,PER,His
176,96833,96833,PRON,PER,he
108,96843,96843,PROP,PER,Logan
108,96845,96845,PRON,PER,you
0,96851,96851,PRON,PER,I
0,96853,96853,PRON,PER,I
108,96861,96861,PRON,PER,you
176,96869,96869,PRON,PER,He
124,96885,96885,PROP,PER,Sage
0,96887,96887,PRON,PER,me
2064,96888,96888,PRON,PER,he
485,96892,96893,NOM,PER,a girl
0,96895,96895,PRON,PER,I
2064,96897,96897,PRON,PER,he
2066,96902,96902,PRON,PER,We
2064,96904,96904,PRON,PER,him
1352,96906,96907,NOM,PER,a psychiatrist
1352,96916,96916,PRON,PER,She
124,96919,96919,PROP,PER,Sage
2064,96920,96920,PRON,PER,his
2064,96926,96926,PRON,PER,he
2064,96938,96938,PRON,PER,him
2064,96942,96942,PRON,PER,His
2064,96953,96953,PRON,PER,he
124,96956,96956,PROP,PER,Sage
3869,96956,96959,NOM,PER,Sage ’s understanding therapist
0,96968,96968,PRON,PER,I
0,96973,96973,PRON,PER,my
2068,96973,96975,NOM,PER,my only son
2069,96978,96980,NOM,PER,some drag queen
2064,96982,96982,PRON,PER,He
127,96986,96986,PROP,PER,Tammi
2064,96988,96988,PRON,PER,he
127,96990,96990,PRON,PER,her
231,96993,96993,PROP,PER,Fuck
108,96995,96995,PROP,PER,Logan
2064,96997,96997,PRON,PER,he
2064,97002,97002,PRON,PER,him
0,97006,97006,PRON,PER,I
2064,97009,97009,PRON,PER,him
2070,97012,97014,NOM,PER,a football player
2064,97020,97020,PRON,PER,He
0,97035,97035,PRON,PER,I
2064,97039,97039,PRON,PER,him
2064,97043,97043,PRON,PER,he
831,97048,97049,NOM,PER,a fool
2064,97050,97050,PRON,PER,he
2064,97056,97056,PRON,PER,his
2445,97056,97057,NOM,PER,his family
0,97061,97061,PRON,PER,I
0,97063,97063,PRON,PER,I
2073,97065,97076,NOM,PER,the only one who was really embarrassed . His mother and sister
2064,97073,97073,PRON,PER,His
264,97073,97074,NOM,PER,His mother
887,97076,97076,NOM,PER,sister
0,97083,97083,PRON,PER,I
2064,97086,97086,PRON,PER,he
2064,97092,97092,PRON,PER,he
2076,97095,97095,PRON,PER,us
0,97098,97098,PRON,PER,I
0,97108,97108,PRON,PER,I
2064,97110,97110,PRON,PER,him
2064,97113,97113,PRON,PER,He
0,97119,97119,PRON,PER,me
2064,97122,97122,PRON,PER,he
0,97125,97125,PRON,PER,I
2064,97129,97129,PRON,PER,He
2064,97131,97131,PRON,PER,his
2064,97138,97138,PRON,PER,his
0,97142,97142,PRON,PER,I
2064,97144,97144,PRON,PER,him
0,97146,97146,PRON,PER,I
2064,97150,97150,PRON,PER,him
485,97155,97156,NOM,PER,a girl
124,97184,97184,PROP,PER,Sage
108,97188,97188,PRON,PER,me
108,97191,97191,PRON,PER,I
124,97193,97193,PRON,PER,her
2853,97193,97194,NOM,PER,her father
124,97199,97199,PRON,PER,her
2064,97200,97200,PRON,PER,he
124,97202,97202,PRON,PER,she
108,97206,97206,PRON,PER,I
3871,97214,97215,NOM,PER,a parent
2064,97219,97219,PRON,PER,he
2064,97222,97222,PRON,PER,his
3872,97222,97226,NOM,PER,"his crazy , wonderful kid"
176,97232,97233,PROP,PER,Mr. Hendricks
108,97239,97239,PRON,PER,me
108,97244,97244,PRON,PER,I
108,97250,97250,PRON,PER,I
108,97258,97258,PRON,PER,my
108,97262,97262,PRON,PER,I
2064,97268,97268,PRON,PER,him
2064,97271,97271,PRON,PER,he
2064,97281,97281,PRON,PER,he
124,97286,97286,PROP,PER,Sage
2667,97286,97288,NOM,PER,Sage ’s father
3874,97296,97296,PRON,PER,we
108,97304,97304,PROP,PER,Logan
0,97306,97306,PRON,PER,I
0,97311,97311,PRON,PER,I
0,97314,97314,PRON,PER,I
145,97317,97317,PROP,PER,God
0,97319,97319,PRON,PER,I
0,97325,97325,PRON,PER,I
0,97330,97330,PRON,PER,I
124,97332,97332,PROP,PER,Sage
0,97335,97335,PRON,PER,I
2078,97338,97338,PRON,PER,he
2078,97342,97342,PRON,PER,he
2079,97346,97346,NOM,PER,Fathers
1082,97354,97356,NOM,PER,the bad guy
2079,97359,97359,PRON,PER,their
410,97359,97360,NOM,PER,their kids
108,97364,97364,PRON,PER,You
0,97374,97374,PRON,PER,I
821,97378,97379,NOM,PER,a father
176,97382,97383,PROP,PER,Mr. Hendricks
124,97386,97386,PRON,PER,me
124,97393,97393,PRON,PER,I
176,97395,97395,PRON,PER,he
3875,97400,97406,NOM,PER,the kid who was corrupting his child
176,97405,97405,PRON,PER,his
3876,97405,97406,NOM,PER,his child
176,97414,97414,PRON,PER,he
176,97416,97416,PRON,PER,his
124,97420,97420,PROP,PER,Sage
485,97426,97427,NOM,PER,a girl
2078,97432,97432,PRON,PER,he
0,97436,97436,PRON,PER,me
2078,97439,97439,PRON,PER,his
0,97442,97442,PRON,PER,my
0,97446,97446,PRON,PER,me
2078,97451,97451,PRON,PER,him
0,97453,97453,PRON,PER,I
2084,97456,97456,PRON,PER,you
108,97459,97459,PROP,PER,Logan
0,97463,97463,PRON,PER,I
124,97469,97469,PROP,PER,Sage
2078,97471,97471,PRON,PER,he
0,97474,97474,PRON,PER,me
0,97477,97477,PRON,PER,I
0,97485,97485,PRON,PER,I
176,97491,97491,PRON,PER,he
176,97498,97498,PRON,PER,he
176,97504,97504,PRON,PER,himself
176,97506,97506,PRON,PER,he
1271,97512,97512,PRON,PER,I
176,97516,97516,PRON,PER,his
176,97523,97523,PRON,PER,him
176,97526,97526,PRON,PER,him
176,97530,97530,PRON,PER,he
124,97537,97537,PROP,PER,Sage
124,97544,97544,PRON,PER,herself
1271,97556,97556,PRON,PER,I
1271,97566,97566,PRON,PER,I
3877,97570,97574,NOM,PER,the guy to point fingers
1271,97577,97577,NOM,PER,Sir
1271,97579,97579,PRON,PER,You
127,97583,97583,PROP,PER,Tammi
0,97587,97587,PRON,PER,I
124,97595,97595,PROP,PER,Sage
2086,97601,97601,PRON,PER,we
2087,97604,97609,NOM,PER,the SOB who beat Sage up
124,97608,97608,PROP,PER,Sage
2088,97611,97615,NOM,PER,the real bad guy here
0,97618,97618,PRON,PER,I
2086,97620,97620,PRON,PER,we
176,97631,97632,PROP,PER,Mr. Hendricks
0,97635,97635,PRON,PER,I
0,97639,97639,PRON,PER,I
2086,97643,97643,PRON,PER,us
3475,97649,97651,NOM,PER,someone like Sage
124,97651,97651,PROP,PER,Sage
124,97654,97654,PRON,PER,she
124,97661,97661,PRON,PER,she
124,97665,97665,PRON,PER,I
2086,97669,97669,PRON,PER,we
124,97674,97674,PROP,PER,Sage
176,97681,97681,PRON,PER,He
176,97687,97687,PRON,PER,his
124,97697,97697,PROP,PER,Sage
3878,97719,97720,NOM,PER,that bastard
124,97723,97723,PRON,PER,her
0,97727,97727,PRON,PER,I
124,97729,97729,PROP,PER,Sage
176,97733,97734,PROP,PER,Mr. Hendricks
1271,97739,97739,PRON,PER,me
176,97741,97741,PRON,PER,He
1271,97745,97745,PRON,PER,me
1271,97749,97749,NOM,PER,Sir
124,97753,97753,PROP,PER,Sage
91,97759,97760,PROP,FAC,University Hospital
108,97762,97762,PROP,GPE,Logan
176,97765,97765,PRON,PER,he
124,97769,97769,PRON,PER,I
124,97782,97782,PRON,PER,she
2091,97788,97790,NOM,FAC,A private clinic
176,97793,97793,PRON,PER,he
176,97796,97796,PRON,PER,his
2092,97799,97799,PRON,PER,I
2092,97801,97801,PRON,PER,my
124,97806,97806,PROP,PER,Sage
2092,97809,97809,PRON,PER,me
124,97810,97810,PRON,PER,her
797,97810,97811,NOM,PER,her family
124,97816,97816,PRON,PER,her
2092,97820,97820,PRON,PER,You
2093,97822,97823,NOM,FAC,a nuthouse
2094,97825,97827,NOM,FAC,A psycho hospital
176,97830,97831,PROP,PER,Mr. Hendricks
124,97835,97835,PRON,PER,She
124,97837,97837,PRON,PER,her
108,97842,97842,PRON,PER,you
124,97844,97844,PRON,PER,her
108,97850,97850,PRON,PER,your
3647,97850,97851,NOM,PER,your family
108,97864,97864,PRON,PER,you
108,97870,97870,PRON,PER,I
108,97874,97874,PRON,PER,my
176,97880,97880,PRON,PER,him
108,97883,97883,PRON,PER,I
176,97891,97891,PRON,PER,He
0,97899,97899,PRON,PER,me
124,97902,97902,PROP,PER,Sage
2667,97902,97904,NOM,PER,Sage ’s father
108,97908,97908,PRON,PER,me
108,97911,97911,PRON,PER,I
176,97915,97915,PRON,PER,His
108,97932,97932,PROP,PER,Logan
124,97938,97938,PROP,PER,Sage
2096,97940,97940,PRON,PER,he
2096,97945,97945,PRON,PER,himself
2096,97947,97947,PRON,PER,He
125,97959,97959,PROP,PER,Jesus
125,97962,97962,PRON,PER,I
124,97966,97966,PROP,PER,Sage
124,97975,97975,PRON,PER,she
125,97978,97978,PRON,PER,me
2097,97982,97982,PRON,PER,We
2096,97986,97986,PRON,PER,him
332,97988,97988,NOM,FAC,home
2097,97992,97992,PRON,PER,We
2096,97997,97997,PRON,PER,him
2096,98003,98003,PRON,PER,him
2096,98007,98007,PRON,PER,He
375,98016,98017,NOM,FAC,the bathroom
2096,98019,98019,PRON,PER,himself
2096,98021,98021,PRON,PER,His
264,98021,98022,NOM,PER,His mother
0,98025,98025,PRON,PER,I
2101,98028,98029,NOM,PER,the doctors
2096,98032,98032,PRON,PER,him
2097,98035,98035,PRON,PER,us
2096,98042,98042,PRON,PER,he
0,98050,98050,PRON,PER,I
0,98057,98057,PRON,PER,I
108,98062,98062,PROP,PER,Logan
0,98064,98064,PRON,PER,I
108,98074,98074,PRON,PER,He
0,98078,98078,PRON,PER,I
0,98081,98081,PRON,PER,my
0,98094,98094,PRON,PER,I
2096,98096,98096,PRON,PER,her
2096,98100,98100,PRON,PER,her
176,98108,98109,PROP,PER,Mr. Hendricks
0,98111,98111,PRON,PER,me
108,98121,98121,PRON,PER,You
108,98127,98127,PRON,PER,you
2096,98131,98131,PRON,PER,I
2097,98135,98135,PRON,PER,We
2096,98142,98142,PRON,PER,I
2096,98148,98148,PRON,PER,I
124,98154,98154,PROP,PER,Sage
2667,98154,98156,NOM,PER,Sage ’s father
2096,98159,98159,PRON,PER,me
2473,98161,98162,NOM,FAC,the kitchen
2096,98166,98166,PRON,PER,her
0,98167,98167,PRON,PER,I
108,98171,98171,PROP,PER,Logan
2667,98174,98174,PRON,PER,he
2096,98181,98181,PRON,PER,her
0,98182,98182,PRON,PER,I
2096,98191,98191,PRON,PER,her
0,98192,98192,PRON,PER,I
0,98199,98199,PRON,PER,I
0,98209,98209,PRON,PER,my
0,98212,98212,PRON,PER,I
12,98223,98223,PROP,GPE,Boyer
0,98226,98226,PRON,PER,I
2684,98233,98234,NOM,FAC,the hospital
3884,98236,98237,NOM,PER,a patient
3885,98239,98239,PRON,PER,We
3885,98242,98242,PRON,PER,ourselves
0,98244,98244,PRON,PER,Me
176,98246,98247,PROP,PER,Mr. Hendricks
127,98249,98249,PROP,PER,Tammi
0,98253,98253,PRON,PER,I
124,98257,98257,PROP,PER,Sage
3885,98266,98266,PRON,PER,us
124,98278,98278,PROP,PER,Sage
2667,98278,98280,NOM,PER,Sage ’s father
2667,98284,98284,PRON,PER,he
2667,98289,98289,PRON,PER,his
2929,98289,98290,NOM,PER,his son
127,98293,98293,PROP,PER,Tammi
1777,98296,98297,NOM,PER,a sister
0,98299,98299,PRON,PER,I
3889,98301,98305,NOM,PER,a “ normal ” girlfriend
124,98308,98308,PROP,PER,Sage
124,98311,98311,PRON,PER,she
124,98316,98316,PRON,PER,herself
108,98318,98318,PRON,PER,I
108,98328,98328,PRON,PER,I
108,98335,98335,PRON,PER,I
108,98339,98339,PRON,PER,I
124,98343,98343,PROP,PER,Sage
124,98348,98348,PRON,PER,herself
3890,98354,98359,NOM,PER,half the people on the planet
3891,98358,98359,NOM,LOC,the planet
3890,98362,98362,PRON,PER,they
124,98366,98366,PRON,PER,She
124,98379,98379,PRON,PER,she
0,98391,98391,PRON,PER,319
2831,98393,98394,NOM,PER,a woman
124,98396,98396,PRON,PER,she
124,98401,98401,PRON,PER,her
2853,98401,98402,NOM,PER,her father
3894,98411,98417,NOM,PER,a boy she thought cared for her
124,98413,98413,PRON,PER,she
124,98417,98417,PRON,PER,her
124,98421,98421,PRON,PER,her
124,98430,98430,PROP,PER,Sage
108,98432,98432,PRON,PER,me
3895,98434,98436,NOM,PER,Not the wimpy
2850,98439,98440,NOM,PER,the neighbors
108,98443,98443,PROP,PER,Logan
108,98445,98445,PRON,PER,I
124,98450,98450,PROP,PER,Sage
3897,98452,98453,NOM,PER,an ally
108,98457,98457,PRON,PER,me
124,98459,98459,PRON,PER,She
3898,98461,98462,NOM,PER,a protector
108,98464,98464,PRON,PER,I
124,98469,98469,PRON,PER,She
108,98482,98482,PRON,PER,I
124,98486,98486,PRON,PER,her
124,98498,98498,PRON,PER,her
108,98505,98505,PRON,PER,me
2367,98511,98512,NOM,LOC,the world
2367,98516,98517,NOM,LOC,the world
108,98525,98525,PRON,PER,me
108,98530,98530,PRON,PER,I
124,98532,98532,PROP,PER,Sage
124,98537,98537,PRON,PER,she
3901,98540,98548,NOM,PER,a man who would never let her down again
124,98546,98546,PRON,PER,her
3902,98550,98622,NOM,PER,"Someone who deserved to be called her friend . 320 CHAPTER 35 I ’d never seen a mental hospital in real life and did n’t know what to expect . Some sort of grim stone fortress , where patients gibbered and drooled from behind bars ? Or maybe an ultramodern facility with gleaming chrome fixtures and a plastic - faced staff who passed out pills to keep the inmates in a drugged stupor"
124,98556,98556,PRON,PER,her
602,98556,98557,NOM,PER,her friend
108,98562,98562,PRON,PER,I
3904,98566,98568,NOM,FAC,a mental hospital
3905,98580,98585,NOM,FAC,Some sort of grim stone fortress
3906,98588,98594,NOM,PER,patients gibbered and drooled from behind bars
3907,98598,98622,NOM,FAC,an ultramodern facility with gleaming chrome fixtures and a plastic - faced staff who passed out pills to keep the inmates in a drugged stupor
3908,98617,98618,NOM,PER,the inmates
108,98625,98625,PROP,PER,Logan
108,98628,98628,PRON,PER,you
108,98630,98630,PRON,PER,you
0,98635,98635,PRON,PER,me
114,98640,98640,PROP,PER,Mom
108,98643,98643,PRON,PER,me
108,98645,98645,PRON,PER,I
729,98650,98651,NOM,VEH,the car
114,98654,98654,PRON,PER,she
108,98659,98659,PRON,PER,I
114,98664,98664,PRON,PER,she
108,98668,98668,PRON,PER,I
124,98672,98672,PROP,PER,Sage
3910,98674,98676,NOM,FAC,a mental facility
114,98678,98678,PRON,PER,she
114,98686,98686,PRON,PER,she
108,98688,98688,PRON,PER,me
114,98691,98691,PRON,PER,her
108,98694,98694,PRON,PER,I
3911,98702,98706,NOM,FAC,the billboards along the highway
2552,98705,98706,NOM,FAC,the highway
3913,98708,98708,PRON,PER,we
14,98710,98710,PROP,GPE,Columbia
0,98713,98713,PRON,PER,I
114,98717,98717,PROP,PER,Mom
0,98719,98719,PRON,PER,I
3913,98725,98725,PRON,PER,we
108,98730,98730,PRON,PER,I
108,98733,98733,PRON,PER,I
124,98739,98739,PROP,PER,Sage
108,98741,98741,PRON,PER,I
108,98752,98752,PRON,PER,I
108,98758,98758,PRON,PER,my
108,98762,98762,PRON,PER,my
108,98766,98766,PRON,PER,me
124,98770,98770,PROP,PER,Sage
108,98775,98775,PRON,PER,me
108,98778,98778,PRON,PER,I
108,98789,98789,PRON,PER,I
124,98791,98791,PRON,PER,she
3914,98799,98800,NOM,PER,a visitor
124,98804,98804,PRON,PER,she
108,98810,98810,PRON,PER,me
108,98814,98814,PRON,PER,I
108,98819,98819,PRON,PER,I
124,98822,98822,PRON,PER,her
108,98824,98824,PRON,PER,my
124,98831,98831,PROP,PER,Sage
108,98835,98835,PRON,PER,me
124,98837,98837,PRON,PER,her
124,98840,98840,PRON,PER,she
108,98842,98842,PRON,PER,me
108,98847,98847,PRON,PER,I
124,98852,98852,PRON,PER,she
542,98854,98855,NOM,PER,a friend
108,98857,98857,PRON,PER,I
3916,98860,98861,NOM,PER,a lover
124,98865,98865,PRON,PER,she
3916,98867,98868,NOM,PER,a lover
108,98870,98870,PRON,PER,I
124,98876,98876,PRON,PER,her
108,98882,98882,PRON,PER,I
108,98885,98885,PRON,PER,I
3918,98890,98905,NOM,PER,"those alcoholics who keep swearing that this time , they ’re really going to stay sober"
3918,98899,98899,PRON,PER,they
108,98914,98914,PRON,PER,I
108,98917,98917,PRON,PER,my
400,98917,98918,NOM,PER,my father
108,98925,98925,PRON,PER,I
124,98938,98938,PROP,PER,Sage
108,98941,98941,PRON,PER,me
2102,98947,98947,PRON,PER,we
3920,98952,98954,NOM,FAC,the same college
108,98956,98956,PRON,PER,I
124,98963,98963,PRON,PER,her
124,98965,98965,PRON,PER,her
108,98972,98972,PROP,PER,Logan
2102,98974,98974,PRON,PER,We
411,98976,98976,NOM,FAC,here
3921,98979,98980,NOM,FAC,The clinic
3922,98982,99000,NOM,FAC,"a compact brick building of four stories . It had that healthy , generic look of most medical facilities"
3921,98990,98990,PRON,FAC,It
3923,98998,99000,NOM,FAC,most medical facilities
3921,99004,99004,PRON,FAC,it
3924,99009,99009,PRON,PER,you
3921,99013,99013,PRON,FAC,it
3925,99017,99017,NOM,PER,proctologists
3926,99017,99019,NOM,FAC,proctologists ’ offices
3927,99021,99022,NOM,FAC,blood labs
2255,99035,99035,NOM,PER,Mom
2255,99038,99038,PRON,PER,you
729,99041,99042,NOM,VEH,the car
0,99045,99045,PRON,PER,She
0,99047,99047,PRON,PER,her
0,99051,99051,PRON,PER,I
2255,99056,99056,PRON,PER,you
0,99059,99059,PRON,PER,I
425,99063,99064,NOM,FAC,the lobby
2255,99067,99067,PRON,PER,you
2255,99073,99073,PRON,PER,you
0,99077,99077,PRON,PER,I
114,99083,99083,PROP,PER,Mom
0,99085,99085,PRON,PER,me
0,99087,99087,PRON,PER,I
110,99091,99091,PROP,PER,Jack
3928,99091,99093,NOM,VEH,Jack ’s car
117,99096,99096,PROP,PER,Laura
0,99098,99098,PRON,PER,me
0,99101,99101,PRON,PER,I
0,99105,99105,PRON,PER,I
3929,99112,99117,NOM,PER,a friend in a mental facility
3910,99115,99117,NOM,FAC,a mental facility
2255,99128,99128,PRON,PER,you
0,99134,99134,PRON,PER,I
0,99137,99137,PRON,PER,my
324,99137,99138,NOM,PER,my mom
0,99142,99142,PRON,PER,me
425,99152,99153,NOM,FAC,The lobby
0,99161,99161,PRON,PER,I
3933,99167,99170,NOM,PER,guys in white coats
3934,99172,99177,NOM,PER,googly - eyed men in straitjackets
0,99188,99188,PRON,PER,my
3935,99188,99189,NOM,PER,my dentist
3936,99188,99191,NOM,FAC,my dentist ’s office
0,99193,99193,PRON,PER,I
1959,99196,99197,NOM,PER,the receptionist
0,99202,99202,PRON,PER,I
0,99210,99210,PRON,PER,myself
3938,99213,99214,NOM,PER,a patient—“someone
1959,99217,99217,PRON,PER,She
0,99223,99223,PRON,PER,you
124,99230,99231,PROP,PER,Sage Hendricks
124,99234,99234,PRON,PER,I
114,99242,99242,PROP,PER,Mom
124,99255,99255,PRON,PER,I
124,99265,99265,PRON,PER,I
124,99269,99269,PRON,PER,I
232,99275,99276,PROP,PER,Mr. Witherspoon
3939,99279,99289,NOM,PER,"A tall , skinny guy with an enormous Adam ’s apple"
3939,99296,99296,PRON,PER,He
232,99302,99302,PRON,PER,I
114,99308,99308,PROP,PER,Mom
0,99315,99315,PRON,PER,you
114,99319,99319,PRON,PER,she
232,99321,99321,PRON,PER,me
232,99323,99323,PRON,PER,I
3940,99325,99326,NOM,PER,the aide
3939,99333,99333,PRON,PER,he
232,99339,99339,PRON,PER,me
232,99342,99342,PRON,PER,me
232,99344,99344,PRON,PER,my
3939,99347,99347,PRON,PER,He
232,99350,99350,PRON,PER,me
232,99352,99352,PRON,PER,I
1954,99359,99360,NOM,PER,the patient
232,99363,99363,PRON,PER,I
232,99369,99369,PRON,PER,my
232,99375,99375,PRON,PER,I
232,99385,99385,PRON,PER,I
